,id,name,age,nationality,overall,potential,club,value,wage,preferred_foot,international_reputation,skill_moves,position,joined,contract_valid_until,height,weight,release_clause
9571,239817,B. Soumaré,19,France,63,81,LOSC Lille,775.0,3.0,Right,1.0,3.0,CM,2017,2020-01-01,187.96,82.174,2000.0
9572,230858,S. Perisan,20,Italy,63,72,Padova,425.0,2.0,Right,1.0,1.0,GK,2016,2019-06-30,193.04,83.08200000000001,4585.06080634501
9573,237770,Y. Hasegawa,30,Japan,63,63,Shimizu S-Pulse,350.0,1.0,Right,1.0,3.0,ST,2016,2021-01-01,187.96,78.08800000000001,438.0
9574,152523,S. Flinders,32,England,63,63,Cheltenham Town,210.0,2.0,Right,1.0,1.0,GK,2017,2019-01-01,193.04,87.168,368.0
9575,158667,T. Bröker,33,Germany,63,63,SC Fortuna Köln,220.0,1.0,Right,1.0,3.0,RM,2018,2019-01-01,187.96,86.26,319.0
9576,229067,N. Rehnen,21,Germany,63,74,SC Fortuna Köln,500.0,2.0,Right,1.0,1.0,GK,2016,2020-06-30,190.5,82.174,4585.06080634501
9577,229579,A. Accardi,22,Italy,63,71,Palermo,475.0,1.0,Right,1.0,2.0,CB,2015,2021-01-01,180.34,74.91,855.0
9578,224204,S. Kroll,21,Germany,63,72,VfL Sportfreunde Lotte,425.0,1.0,Right,1.0,1.0,GK,2018,2020-01-01,190.5,87.168,701.0
9579,228044,F. Krogstad,23,Norway,63,71,Lillestrøm SK,525.0,1.0,Right,1.0,2.0,CM,2015,2019-01-01,180.34,79.904,761.0
9580,236492,Pedro Díaz,20,Spain,63,74,Real Sporting de Gijón,625.0,2.0,Right,1.0,3.0,CAM,2016,2019-01-01,180.34,74.91,1100.0
9581,243660,A. Kubalas,26,Turkey,63,66,MKE Ankaragücü,375.0,4.0,Right,1.0,2.0,CB,2016,2019-01-01,185.42,78.08800000000001,778.0
9582,189900,L. O'Neill,26,England,63,64,Gillingham,350.0,2.0,Right,1.0,2.0,RB,2017,2019-01-01,182.88,72.186,639.0
9583,211917,S. Braun,29,Germany,63,63,SC Preußen Münster,290.0,1.0,Left,1.0,2.0,CDM,2016,2019-01-01,180.34,73.09400000000001,421.0
9584,213709,Isi,22,Spain,63,72,Granada CF,550.0,2.0,Right,1.0,2.0,CM,2017,2020-01-01,170.18,60.836,990.0
9585,169933,S. Laird,30,England,63,63,Forest Green Rovers,270.0,3.0,Left,1.0,2.0,LB,2017,2019-01-01,182.88,83.08200000000001,473.0
9586,239565,M. Grösch,24,Germany,63,68,FC Carl Zeiss Jena,425.0,1.0,Right,1.0,2.0,RCB,2017,2020-01-01,187.96,79.904,648.0
9587,184013,M. Bartley,31,England,63,63,Hibernian,325.0,2.0,Right,1.0,2.0,CM,2015,2019-01-01,180.34,78.99600000000001,569.0
9588,187341,R. Nilsson,29,Sweden,63,63,Trelleborgs FF,350.0,1.0,Right,1.0,2.0,LCM,2016,2019-01-01,182.88,79.904,438.0
9589,137166,P. Jones,32,England,63,63,Fleetwood Town,210.0,2.0,Right,1.0,1.0,GK,2018,2019-01-01,190.5,83.08200000000001,368.0
9590,208590,M. Armellino,28,Italy,63,63,Lecce,375.0,1.0,Right,1.0,2.0,CM,2017,2020-01-01,175.26,74.91,581.0
9591,223694,E. Marxen,27,Denmark,63,64,Randers FC,350.0,3.0,Left,1.0,2.0,LCB,2015,2020-01-01,185.42,79.904,464.0
9592,224462,Tan Tiancheng,27,China PR,63,64,Changchun Yatai FC,425.0,3.0,Right,1.0,2.0,ST,2018,2020-01-01,177.79999999999998,69.916,946.0
9593,225998,A. McEneff,22,Republic of Ireland,63,72,Shamrock Rovers,550.0,1.0,Right,1.0,2.0,CM,2018,2020-01-01,175.26,69.916,963.0
9594,171982,C. Andrew,31,England,63,63,Rochdale,325.0,1.0,Left,1.0,2.0,ST,2014,2020-01-01,187.96,82.174,569.0
9595,231376,M. Berrío,21,Colombia,63,76,Atlético Huila,625.0,1.0,Right,1.0,2.0,CB,2016,2021-01-01,180.34,74.91,1200.0
9596,213969,M. Pinnock,23,England,63,68,AFC Wimbledon,500.0,2.0,Left,1.0,2.0,RM,2018,2020-01-01,182.88,69.008,913.0
9597,242129,R. Lemus,26,Colombia,63,66,Itagüí Leones FC,450.0,1.0,Left,1.0,3.0,CAM,2017,2021-01-01,170.18,69.008,641.0
9598,51921,A. Chambers,37,England,63,63,Walsall,120.0,1.0,Right,1.0,2.0,CM,2011,2019-01-01,177.79999999999998,71.278,210.0
9599,226770,J. Barny,28,Sweden,63,63,Hammarby IF,375.0,2.0,Right,1.0,3.0,CM,2018,2018-01-01,177.79999999999998,78.08800000000001,469.0
9600,237266,M. Epps,23,United States,63,69,Philadelphia Union,500.0,2.0,Right,1.0,4.0,RM,2017,2021-01-01,177.79999999999998,69.916,850.0
9601,239826,O. Gaines,20,United States,63,75,SV Darmstadt 98,650.0,3.0,Right,1.0,3.0,LM,2017,2020-01-01,180.34,74.002,1200.0
9602,177618,J. Wright,28,England,63,63,Bradford City,375.0,3.0,Right,1.0,2.0,CM,2018,2020-01-01,185.42,74.002,656.0
9603,244434,P. Siegl,24,Austria,63,66,TSV Hartberg,400.0,2.0,Right,1.0,2.0,LCB,2015,2019-01-01,185.42,74.91,610.0
9604,226259,L. Andrenacci,23,Italy,63,68,Brescia,350.0,1.0,Right,1.0,1.0,GK,2014,2023-01-01,187.96,77.18,569.0
9605,233171,T. Ishikawa,26,Japan,63,63,Shonan Bellmare,400.0,1.0,Right,1.0,2.0,LCM,2014,2021-01-01,175.26,66.284,500.0
9606,238803,T. Baumgart,20,Germany,63,73,FC Erzgebirge Aue,600.0,1.0,Right,1.0,2.0,RM,2018,2021-01-01,180.34,72.186,1100.0
9607,239571,T. Handwerker,20,Germany,63,75,FC Groningen,650.0,3.0,Left,1.0,2.0,LB,2016,2019-06-30,182.88,81.266,4585.06080634501
9608,241619,Huang Zichang,21,China PR,63,73,Jiangsu Suning FC,600.0,3.0,Right,1.0,2.0,RM,2017,2019-01-01,172.72,67.19200000000001,1400.0
9609,244947,L. Pons,28,Argentina,63,63,San Martin de Tucumán,375.0,3.0,Right,1.0,2.0,LS,2018,2019-01-01,180.34,74.91,544.0
9610,214740,G. Alucema,25,Chile,63,66,CD Everton de Viña del Mar,375.0,1.0,Right,1.0,2.0,RB,2012,2023-01-01,175.26,74.002,534.0
9611,215252,P. Heredia,28,Argentina,63,65,Belgrano de Córdoba,300.0,2.0,Right,1.0,1.0,GK,2011,2018-01-01,182.88,84.898,458.0
9612,226260,A. Cistana,21,Italy,63,73,Brescia,525.0,1.0,Right,1.0,2.0,CB,2014,2020-01-01,177.79999999999998,78.08800000000001,919.0
9613,245716,S. Essende,20,France,63,74,KAS Eupen,650.0,10.0,Right,1.0,2.0,ST,2016,2019-06-30,193.04,87.168,4585.06080634501
9614,228309,Montoro,23,Spain,63,70,UD Almería,425.0,2.0,Right,1.0,2.0,RB,2018,2019-01-01,180.34,79.904,744.0
9615,235221,Tang Shi,23,China PR,63,70,Guangzhou Evergrande Taobao FC,525.0,3.0,Left,1.0,2.0,RM,2018,2022-01-01,175.26,59.02,1300.0
9616,244950,J. Rodríguez,24,Argentina,63,70,San Martín de San Juan,450.0,2.0,Right,1.0,2.0,CB,2018,2019-01-01,187.96,76.272,743.0
9617,200663,O. Tounkara,28,France,63,63,La Berrichonne de Châteauroux,375.0,2.0,Right,1.0,2.0,RS,2015,2022-01-01,185.42,79.904,656.0
9618,155351,Choi Jae Soo,35,Korea Republic,63,63,Gyeongnam FC,80.0,1.0,Left,1.0,2.0,LCB,2017,2022-01-01,175.26,68.10000000000001,100.0
9619,229079,J. McNerney,28,England,63,64,Crawley Town,325.0,2.0,Right,1.0,2.0,CB,2015,2019-01-01,193.04,83.99000000000001,593.0
9620,232919,N. Fujita,31,Japan,63,63,Vissel Kobe,325.0,2.0,Right,1.0,2.0,CM,2016,2021-01-01,175.26,72.186,406.0
9621,234967,D. Giraldo,20,Colombia,63,77,Rionegro Águilas,725.0,1.0,Right,1.0,2.0,CDM,2016,2021-01-01,172.72,69.916,1400.0
9622,227288,J. Flores,22,England,63,71,Östersunds FK,525.0,8.0,Right,1.0,3.0,CM,2016,2018-12-31,180.34,74.91,4585.06080634501
9623,149721,G. Rogers,36,Republic of Ireland,63,63,Dundalk,50.0,1.0,Right,1.0,1.0,GK,2015,2019-01-01,187.96,87.168,78.0
9624,237529,Maximiano,23,Brazil,63,71,Minnesota United FC,475.0,1.0,Right,1.0,2.0,CDM,2018,2018-01-01,180.34,74.91,808.0
9625,204762,T. Schilk,26,Germany,63,65,Hallescher FC,375.0,1.0,Right,1.0,2.0,RWB,2016,2020-01-01,187.96,74.91,572.0
9626,221658,A. Sharahili,24,Saudi Arabia,63,71,Al Hilal,475.0,5.0,Left,1.0,2.0,CB,2014,2021-01-01,185.42,74.91,903.0
9627,179930,S. Pawłowski,31,Poland,63,63,Zagłębie Sosnowiec,325.0,1.0,Right,1.0,3.0,CAM,2018,2019-01-01,175.26,69.008,439.0
9628,193754,K. Schwertfeger,29,Germany,63,63,KFC Uerdingen 05,290.0,2.0,Right,1.0,2.0,CDM,2017,2019-01-01,187.96,78.08800000000001,421.0
9629,226267,E. Baldini,21,Italy,63,74,Ascoli,625.0,1.0,Right,1.0,3.0,LW,2017,2020-01-01,177.79999999999998,73.09400000000001,1100.0
9630,236507,T. Conechny,20,Argentina,63,78,Portland Timbers,825.0,3.0,Left,1.0,2.0,ST,2016,2018-12-31,170.18,64.922,4585.06080634501
9631,208348,K. Osyra,25,Poland,63,68,Miedź Legnica,425.0,1.0,Right,1.0,2.0,CB,2017,2020-01-01,190.5,74.91,606.0
9632,240092,F. Cernuto,26,Italy,63,66,Venezia FC,375.0,1.0,Right,1.0,2.0,CB,2014,2019-01-01,180.34,72.186,609.0
9633,241628,N. Pierini,19,Italy,63,81,Spezia,800.0,5.0,Right,1.0,3.0,LW,2016,2019-06-30,175.26,69.916,4585.06080634501
9634,228573,P. Wilson,21,Sweden,63,73,GIF Sundsvall,600.0,1.0,Right,1.0,2.0,LW,2015,2019-01-01,182.88,74.002,870.0
9635,232413,A. Dijksteel,21,Netherlands,63,74,Charlton Athletic,550.0,2.0,Right,1.0,2.0,RB,2016,2020-01-01,182.88,72.186,1100.0
9636,234717,S. Pérez,27,Chile,63,64,CD Palestino,290.0,1.0,Right,1.0,1.0,GK,2018,2019-01-01,180.34,86.26,413.0
9637,208350,S. Larsen,30,Norway,63,63,IK Start,270.0,1.0,Right,1.0,2.0,LCB,2017,2019-01-01,193.04,83.99000000000001,338.0
9638,240350,F. Barrientos,21,Chile,63,76,CD Palestino,700.0,1.0,Right,1.0,2.0,RM,2017,2020-01-01,170.18,59.928000000000004,1400.0
9639,216287,J. Putze,23,Germany,63,68,VfL Sportfreunde Lotte,425.0,1.0,Right,1.0,2.0,CDM,2017,2019-01-01,185.42,78.08800000000001,648.0
9640,220895,A. Al Sulayhim,24,Saudi Arabia,63,68,Al Shabab,425.0,5.0,Right,1.0,3.0,CDM,2012,2020-01-01,170.18,63.106,733.0
9641,229343,Wanderson,29,Brazil,63,63,Jeonnam Dragons,350.0,2.0,Left,1.0,3.0,LM,2018,2023-01-01,172.72,59.928000000000004,438.0
9642,235999,L. García,20,Colombia,63,72,Sevilla FC,425.0,2.0,Right,1.0,1.0,GK,2018,2020-01-01,182.88,78.08800000000001,978.0
9643,245215,S. Pino,24,Chile,63,69,CD Universidad de Concepción,525.0,1.0,Right,1.0,3.0,ST,2018,2019-01-01,198.12,93.97800000000001,840.0
9644,232928,Y. Matsushita,24,Japan,63,68,Vissel Kobe,500.0,2.0,Left,1.0,2.0,LM,2015,2021-01-01,175.26,67.19200000000001,663.0
9645,189408,L. Rath,26,Austria,63,65,SV Mattersburg,375.0,4.0,Left,1.0,2.0,LCB,2008,2021-01-01,182.88,79.904,572.0
9646,148705,E. Mjelde,34,Norway,63,63,Sandefjord Fotball,180.0,1.0,Left,1.0,3.0,CM,2015,2018-01-01,180.34,74.002,225.0
9647,238049,P. Pomykal,18,United States,63,78,FC Dallas,750.0,1.0,Left,1.0,2.0,RM,2016,2019-01-01,170.18,66.284,1600.0
9648,186849,J. O'Brien,30,Scotland,63,63,Bradford City,350.0,3.0,Right,1.0,3.0,CM,2018,2018-01-01,177.79999999999998,64.014,613.0
9649,227554,Y. Tanaka,32,Japan,63,63,Cerezo Osaka,200.0,2.0,Right,1.0,2.0,RB,2015,2023-01-01,180.34,77.18,250.0
9650,190690,B. Babiarz,29,Poland,63,63,Zagłębie Sosnowiec,290.0,1.0,Right,1.0,2.0,CDM,2018,2020-01-01,167.64000000000001,68.10000000000001,392.0
9651,192738,M. Sans,30,France,63,63,Chamois Niortais Football Club,270.0,1.0,Right,1.0,2.0,CB,2014,2020-01-01,190.5,86.26,473.0
9652,200931,Fran Cruz,27,Spain,63,63,Miedź Legnica,300.0,1.0,Right,1.0,2.0,CB,2018,2020-01-01,182.88,73.09400000000001,405.0
9653,204515,S. Sama,25,Germany,63,68,Heracles Almelo,425.0,2.0,Right,1.0,2.0,CB,2018,2020-01-01,187.96,87.168,648.0
9654,238563,D. Wiebe,24,Germany,63,66,SC Preußen Münster,400.0,1.0,Right,1.0,2.0,CDM,2015,2019-01-01,187.96,78.08800000000001,610.0
9655,245219,Juan Hernández,23,Spain,63,68,Cádiz CF,500.0,4.0,Left,1.0,3.0,RM,2016,2019-06-30,177.79999999999998,72.186,4585.06080634501
9656,172516,M. Spelmann,31,Denmark,63,63,Aarhus GF,325.0,3.0,Right,1.0,2.0,RM,2016,2019-01-01,175.26,72.186,406.0
9657,242660,J. Beyer,18,Germany,63,80,Borussia Mönchengladbach,675.0,2.0,Right,1.0,2.0,RB,2018,2022-01-01,187.96,79.904,1600.0
9658,198373,S. Robinson,26,Scotland,63,64,Livingston FC,425.0,2.0,Right,1.0,2.0,LS,2017,2019-01-01,167.64000000000001,68.10000000000001,776.0
9659,228325,O. Berg,24,Norway,63,68,GIF Sundsvall,475.0,1.0,Right,1.0,3.0,CM,2018,2020-01-01,177.79999999999998,74.002,629.0
9660,233445,J. Arctander Moe,22,Norway,63,72,Stabæk Fotball,475.0,1.0,Left,1.0,2.0,LB,2016,2018-01-01,175.26,69.916,689.0
9661,239077,T. Hagn,23,Germany,63,68,SpVgg Unterhaching,500.0,1.0,Left,1.0,3.0,LM,2014,2020-01-01,185.42,81.266,763.0
9662,242661,H. Camara,20,Saudi Arabia,63,77,Al Qadisiyah,825.0,3.0,Right,1.0,2.0,ST,2018,2023-01-01,182.88,81.266,1900.0
9663,245989,Alberto Espeso,20,Spain,63,75,Real Sporting de Gijón,575.0,1.0,Left,1.0,2.0,LB,2018,2019-01-01,172.72,64.014,1000.0
9664,231910,Kim Gun Hee,23,Korea Republic,63,69,Sangju Sangmu FC,525.0,2.0,Right,1.0,2.0,ST,2016,2019-01-18,182.88,71.278,4585.06080634501
9665,239078,S. Schimmer,24,Germany,63,67,SpVgg Unterhaching,500.0,1.0,Right,1.0,2.0,LS,2017,2020-01-01,185.42,74.91,763.0
9666,239334,Paulo Vitor,19,Brazil,63,80,Albacete BP,800.0,1.0,Right,1.0,3.0,RW,2017,2020-01-01,167.64000000000001,64.922,1800.0
9667,243430,David Alba,19,Spain,63,74,Getafe CF,550.0,2.0,Right,1.0,2.0,CB,2017,2019-01-01,180.34,77.18,1300.0
9668,226791,T. Moore,21,England,63,72,Southend United,500.0,5.0,Right,1.0,2.0,RCB,2016,2019-06-30,182.88,79.904,4585.06080634501
9669,238055,A. Al Najjar,21,Saudi Arabia,63,75,Al Ittihad,650.0,5.0,Right,1.0,3.0,RM,2014,2019-01-01,175.26,68.10000000000001,1200.0
9670,241127,Gonzalo Pereira,21,Spain,63,71,CF Reus Deportiu,475.0,1.0,Right,1.0,2.0,CB,2017,2019-01-01,180.34,74.91,831.0
9671,229353,M. Ristl,21,Germany,63,70,VfR Aalen,450.0,1.0,Right,1.0,2.0,CDM,2018,2020-01-01,177.79999999999998,77.18,743.0
9672,233705,J. Lungi Sørensen,20,Denmark,63,74,Esbjerg fB,625.0,2.0,Right,1.0,2.0,RCM,2016,2021-01-01,180.34,74.002,906.0
9673,234473,D. Tshiembe,26,Denmark,63,66,Hamilton Academical FC,375.0,2.0,Right,1.0,2.0,CB,2018,2021-01-01,187.96,84.898,684.0
9674,240361,I. De Santis,21,Italy,63,75,Ascoli,575.0,1.0,Right,1.0,2.0,CB,2017,2020-01-01,182.88,83.08200000000001,1000.0
9675,229354,A. Ferati,20,Germany,63,74,Hamburger SV,625.0,2.0,Left,1.0,3.0,CAM,2016,2020-01-01,170.18,71.278,1100.0
9676,231402,M. Penney,20,England,63,79,Sheffield Wednesday,725.0,4.0,Left,1.0,2.0,LB,2015,2020-01-01,175.26,64.014,1800.0
9677,239338,A. Ibrahimaj,26,Germany,63,63,KFC Uerdingen 05,400.0,2.0,Right,1.0,3.0,RM,2018,2021-01-01,180.34,74.002,580.0
9678,244202,R. Lamie,25,Scotland,63,68,Livingston FC,400.0,1.0,Left,1.0,2.0,LWB,2018,2021-01-01,187.96,84.898,730.0
9679,183530,J. Smith,31,England,63,63,Crawley Town,325.0,2.0,Right,1.0,2.0,CM,2014,2020-01-01,182.88,78.08800000000001,569.0
9680,230635,D. Soto,19,Chile,63,78,CD Universidad de Concepción,700.0,1.0,Left,1.0,2.0,LB,2015,2021-01-01,170.18,69.916,1400.0
9681,209644,T. Vincensini,24,France,63,69,Valenciennes FC,375.0,1.0,Right,1.0,1.0,GK,2018,2019-01-01,182.88,78.99600000000001,731.0
9682,210924,A. Al Barakah,27,Saudi Arabia,63,63,Al Fayha,300.0,4.0,Right,1.0,2.0,RCM,2017,2020-01-01,175.26,69.008,495.0
9683,244972,Ricardo Schutte,20,Portugal,63,72,Rio Ave FC,575.0,2.0,Right,1.0,3.0,ST,2018,2021-01-01,180.34,71.278,1300.0
9684,244205,M. Salas,20,Argentina,63,73,CD O'Higgins,600.0,1.0,Left,1.0,2.0,LM,2018,2021-01-01,172.72,79.904,930.0
9685,226543,R. Córdoba,28,Colombia,63,64,Jaguares de Córdoba,325.0,1.0,Right,1.0,2.0,CB,2016,2023-01-01,182.88,74.91,463.0
9686,228847,C. Lindquist,22,Norway,63,71,Strømsgodset IF,450.0,1.0,Right,1.0,2.0,RB,2015,2019-01-01,180.34,69.008,653.0
9687,231407,S. Donnellan,21,Republic of Ireland,63,71,Yeovil Town,475.0,1.0,Right,1.0,2.0,CB,2018,2019-01-01,182.88,69.008,926.0
9688,232175,D. Kozica,25,Sweden,63,66,Djurgårdens IF,475.0,1.0,Right,1.0,3.0,RM,2018,2021-01-01,180.34,78.08800000000001,629.0
9689,237551,T. Ephestion,23,France,63,70,US Orléans Loiret Football,500.0,1.0,Left,1.0,3.0,CM,2018,2021-01-01,187.96,87.168,975.0
9690,204528,W. Jordán,27,Colombia,63,63,Itagüí Leones FC,400.0,1.0,Right,1.0,2.0,ST,2018,2022-01-01,180.34,87.168,540.0
9691,220912,F. Jagiełło,20,Poland,63,71,Zagłębie Lubin,550.0,1.0,Right,1.0,3.0,LDM,2013,2020-01-01,180.34,74.91,853.0
9692,191728,H. Storbæk,32,Norway,63,63,Sandefjord Fotball,280.0,1.0,Right,1.0,2.0,CM,2016,2019-01-01,177.79999999999998,69.008,350.0
9693,204785,M. Mandron,23,France,63,70,Colchester United,525.0,3.0,Left,1.0,3.0,ST,2017,2019-01-01,190.5,82.174,1000.0
9694,213745,Robert Costa,24,Spain,63,72,RC Celta,500.0,3.0,Right,1.0,2.0,CB,2016,2019-01-01,182.88,79.904,1200.0
9695,225009,Borja Fernández,22,Spain,63,72,Miedź Legnica,550.0,1.0,Right,1.0,3.0,LCM,2018,2021-01-01,177.79999999999998,71.278,853.0
9696,227825,Jang Dae Hee,24,Korea Republic,63,71,Jeonnam Dragons,400.0,1.0,Right,1.0,1.0,GK,2018,2023-01-01,187.96,74.91,580.0
9697,237041,M. Barreiro,33,Argentina,63,63,Atlético Huila,230.0,1.0,Right,1.0,2.0,ST,2018,2021-01-01,172.72,78.08800000000001,311.0
9698,238577,Kang Ji Hoon,21,Korea Republic,63,73,Gangwon FC,525.0,1.0,Right,1.0,2.0,RB,2018,2021-01-01,177.79999999999998,62.198,761.0
9699,225266,M. Rasmussen,20,Norway,63,70,FC Nordsjælland,525.0,3.0,Left,1.0,3.0,LW,2016,2021-01-01,170.18,64.922,761.0
9700,226546,F. Barboza,21,Argentina,63,75,Argentinos Juniors,650.0,2.0,Right,1.0,3.0,RW,2014,2021-01-01,170.18,72.186,1100.0
9701,169714,Fábio Ferreira,29,Portugal,63,63,Perth Glory,350.0,2.0,Right,1.0,3.0,RM,2018,2019-01-01,177.79999999999998,72.186,438.0
9702,238578,Lee Jin Hyun,20,Korea Republic,63,73,Pohang Steelers,600.0,1.0,Left,1.0,3.0,CM,2017,2019-01-01,172.72,62.198,870.0
9703,243698,L. Meisl,19,Austria,63,75,SKN St. Pölten,575.0,3.0,Right,1.0,2.0,CB,2016,2019-06-30,182.88,79.904,4585.06080634501
9704,193522,F. Lepore,32,Italy,63,63,Lecce,200.0,1.0,Right,1.0,3.0,RB,2014,2019-01-01,177.79999999999998,73.09400000000001,310.0
9705,245235,A. Bah,20,Denmark,63,75,SønderjyskE,650.0,2.0,Right,1.0,3.0,RM,2018,2023-01-01,182.88,76.272,943.0
9706,216052,F. Coniglio,26,Argentina,63,64,Club Atlético Lanús,450.0,4.0,Right,1.0,2.0,ST,2016,2019-06-30,182.88,83.99000000000001,4585.06080634501
9707,243700,J. Hjorth,23,Denmark,63,72,Vendsyssel FF,500.0,2.0,Right,1.0,2.0,CB,2016,2021-01-01,193.04,83.08200000000001,725.0
9708,244724,E. Frederiksen,17,Denmark,63,77,SC Heerenveen,725.0,1.0,Left,1.0,3.0,CAM,2018,2022-01-01,177.79999999999998,71.278,1500.0
9709,193524,G. Ingrosso,29,Italy,63,64,Ascoli,325.0,1.0,Right,1.0,2.0,CB,2018,2019-01-01,187.96,83.08200000000001,528.0
9710,219637,Ander Cantero,23,Spain,63,70,CF Rayo Majadahonda,375.0,3.0,Left,1.0,1.0,GK,2016,2019-06-30,187.96,82.174,4585.06080634501
9711,176373,Bae Ki Jong,35,Korea Republic,63,63,Gyeongnam FC,160.0,1.0,Right,1.0,3.0,LW,2016,2023-01-01,180.34,74.91,200.0
9712,244213,Jorge Félix,26,Spain,63,63,Piast Gliwice,400.0,2.0,Right,1.0,3.0,LM,2018,2019-01-01,172.72,62.198,540.0
9713,232950,H. Akino,23,Japan,63,70,Shonan Bellmare,450.0,2.0,Left,1.0,2.0,CDM,2016,2019-01-31,175.26,68.10000000000001,4585.06080634501
9714,242166,A. Layouni,25,Sweden,63,64,FK Bodø/Glimt,450.0,1.0,Left,1.0,3.0,LW,2017,2020-01-01,190.5,79.904,596.0
9715,242678,J. Salazar,21,Colombia,63,78,Millonarios FC,800.0,1.0,Right,1.0,3.0,RM,2018,2021-01-01,170.18,69.916,1600.0
9716,220663,M. Kallesøe,21,Denmark,63,73,Randers FC,600.0,2.0,Right,1.0,3.0,RM,2013,2020-01-01,193.04,79.904,870.0
9717,231672,L. Sierra,30,Colombia,63,63,Once Caldas,270.0,1.0,Right,1.0,2.0,CDM,2018,2021-01-01,175.26,78.99600000000001,365.0
9718,239352,R. Guder,23,Germany,63,69,SV Wehen Wiesbaden,525.0,2.0,Right,1.0,2.0,ST,2018,2020-01-01,182.88,78.99600000000001,866.0
9719,54008,S. Bywater,37,England,63,63,Burton Albion,20.0,1.0,Right,1.0,1.0,GK,2016,2019-01-01,185.42,81.266,35.0
9720,245497,Chema,20,Spain,63,75,UD Almería,650.0,1.0,Right,1.0,3.0,CAM,2018,2019-01-01,175.26,64.014,1100.0
9721,197883,P. Cowan-Hall,27,England,63,63,Wycombe Wanderers,375.0,2.0,Right,1.0,3.0,RM,2017,2019-01-01,172.72,73.09400000000001,656.0
9722,211707,P. McGinn,27,Scotland,63,63,St. Mirren,300.0,2.0,Right,1.0,2.0,RM,2018,2020-01-01,175.26,68.10000000000001,525.0
9723,224763,K. Bielik,20,Poland,63,78,Charlton Athletic,725.0,10.0,Right,1.0,2.0,CB,2016,2019-06-30,187.96,78.08800000000001,4585.06080634501
9724,227579,D. Hümmet,21,Turkey,63,70,Trelleborgs FF,525.0,1.0,Right,1.0,2.0,RS,2018,2020-01-01,187.96,79.904,761.0
9725,242427,A. Mora,20,Mexico,63,71,Deportivo Toluca,475.0,3.0,Left,1.0,2.0,CB,2018,2021-01-01,190.5,81.266,903.0
9726,243963,K. Magennis,19,Scotland,63,78,St. Mirren,775.0,1.0,Right,1.0,3.0,CM,2016,2021-01-01,177.79999999999998,73.09400000000001,1800.0
9727,207868,J. Mountney,25,Republic of Ireland,63,66,Dundalk,475.0,1.0,Right,1.0,3.0,RM,2012,2020-01-01,182.88,73.09400000000001,772.0
9728,224252,P. Pflücke,21,Germany,63,74,KFC Uerdingen 05,625.0,1.0,Left,1.0,3.0,CAM,2018,2020-01-01,170.18,66.284,1000.0
9729,232444,N. Falasco,24,Italy,63,66,Perugia,375.0,1.0,Left,1.0,2.0,LB,2018,2021-01-01,182.88,78.99600000000001,609.0
9730,233212,A. Skovgaard,21,Denmark,63,73,FC Nordsjælland,525.0,2.0,Left,1.0,2.0,CB,2016,2018-01-01,182.88,74.91,761.0
9731,191996,F. Al Yamani,28,Saudi Arabia,63,63,Al Faisaly,300.0,5.0,Right,1.0,3.0,CDM,2017,2021-01-01,177.79999999999998,73.09400000000001,495.0
9732,205053,R. McCabe,25,Scotland,63,65,Sligo Rovers,450.0,1.0,Right,1.0,2.0,RCM,2017,2018-01-01,172.72,74.002,731.0
9733,142333,M. McNulty,37,Republic of Ireland,63,63,Cork City,20.0,1.0,Right,1.0,1.0,GK,2003,2019-01-01,185.42,74.002,31.0
9734,158973,L. Corti,37,Argentina,63,63,San Martín de San Juan,20.0,2.0,Right,1.0,1.0,GK,2009,2019-01-01,180.34,77.18,29.0
9735,183549,E. Parish,28,England,63,64,Dundee FC,300.0,1.0,Right,1.0,1.0,GK,2017,2021-01-01,187.96,83.08200000000001,548.0
9736,235518,Bolaños,23,Spain,63,72,CD Tenerife,550.0,2.0,Right,1.0,2.0,CM,2015,2019-01-01,187.96,71.278,990.0
9737,228607,D. Reimann,21,Germany,63,73,Holstein Kiel,450.0,1.0,Right,1.0,1.0,GK,2018,2021-01-01,185.42,79.904,788.0
9738,228863,T. Heintz,19,Norway,63,74,Sarpsborg 08 FF,625.0,1.0,Right,1.0,2.0,LM,2015,2021-01-01,172.72,69.008,906.0
9739,243967,A. Mendes Moreira,23,Netherlands,63,69,FC Groningen,500.0,2.0,Left,1.0,2.0,LM,2018,2019-01-01,177.79999999999998,69.916,825.0
9740,232448,K. Seki,32,Japan,62,62,Vegalta Sendai,170.0,1.0,Right,1.0,1.0,GK,2008,2021-01-01,177.79999999999998,76.272,213.0
9741,233728,M. Doucouré,20,France,62,79,Borussia Mönchengladbach,600.0,3.0,Left,1.0,2.0,CB,2016,2021-01-01,182.88,78.08800000000001,1400.0
9742,244736,S. Beusnard,26,France,62,63,AS Béziers,350.0,1.0,Right,1.0,2.0,CAM,2016,2021-01-01,170.18,63.106,639.0
9743,222209,G. Mutombo,22,France,62,70,US Orléans Loiret Football,375.0,1.0,Right,1.0,2.0,CB,2018,2021-01-01,185.42,74.91,731.0
9744,184065,S. Zizzo,31,United States,62,62,Atlanta United,200.0,1.0,Right,1.0,2.0,RB,2018,2021-01-01,177.79999999999998,74.91,300.0
9745,203778,A. Horwath,31,United States,62,62,Real Salt Lake,180.0,1.0,Right,1.0,1.0,GK,2018,2018-01-01,190.5,88.07600000000001,270.0
